Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        4     0.00     0.00  void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&)
  0.00      0.00     0.00        4     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::push_back(int const&)
  0.00      0.00     0.00        4     0.00     0.00  std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&)
  0.00      0.00     0.00        4     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      0.00     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator()
  0.00      0.00     0.00        3     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_size() const
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::_M_node_count() const
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::size() const
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::end() const
  0.00      0.00     0.00        3     0.00     0.00  std::allocator<std::_List_node<int> >::allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::allocator<std::_List_node<int> >::~allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator()
  0.00      0.00     0.00        3     0.00     0.00  std::_Bit_reference::operator=(bool)
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree_const_iterator<std::pair<int, int> >::_Rb_tree_const_iterator(std::_Rb_tree_node_base const*)
  0.00      0.00     0.00        3     0.00     0.00  std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&)
  0.00      0.00     0.00        3     0.00     0.00  std::pair<int, int>::pair<int, int, true>(int const&, int const&)
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl()
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl()
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear()
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::_List_base()
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base()
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::begin()
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::list()
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >::~list()
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int, int> >*, std::_Rb_tree_node_base*, std::pair<int, int> const&)
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::find(std::pair<int, int> const&)
  0.00      0.00     0.00        3     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_key(std::_Rb_tree_node_base const*)
  0.00      0.00     0.00        3     0.00     0.00  std::__detail::_List_node_header::_M_init()
  0.00      0.00     0.00        3     0.00     0.00  std::__detail::_List_node_header::_List_node_header()
  0.00      0.00     0.00        3     0.00     0.00  void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*)
  0.00      0.00     0.00        3     0.00     0.00  unsigned long* std::__addressof<unsigned long>(unsigned long&)
  0.00      0.00     0.00        3     0.00     0.00  std::__cxx11::list<int, std::allocator<int> >* std::__niter_base<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*)
  0.00      0.00     0.00        3     0.00     0.00  int const& std::max<int>(int const&, int const&)
  0.00      0.00     0.00        3     0.00     0.00  int const& std::min<int>(int const&, int const&)
  0.00      0.00     0.00        3     0.00     0.00  void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*)
  0.00      0.00     0.00        3     0.00     0.00  std::pair<std::__strip_reference_wrapper<std::decay<int const&>::type>::__type, std::__strip_reference_wrapper<std::decay<int const&>::type>::__type> std::make_pair<int const&, int const&>(int const&, int const&)
  0.00      0.00     0.00        3     0.00     0.00  std::operator==(std::_Rb_tree_const_iterator<std::pair<int, int> > const&, std::_Rb_tree_const_iterator<std::pair<int, int> > const&)
  0.00      0.00     0.00        2     0.00     0.00  Graph::addEdge(int, int)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::deallocate(std::_Rb_tree_node<std::pair<int, int> >*, unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::destroy<std::pair<int, int> >(std::pair<int, int>*)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::allocate(unsigned long, void const*)
  0.00      0.00     0.00        2     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::~new_allocator()
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::_M_max_size() const
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const
  0.00      0.00     0.00        2     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::operator()<std::pair<int, int> const&>(std::pair<int, int> const&) const
  0.00      0.00     0.00        2     0.00     0.00  std::allocator<unsigned long>::~allocator()
  0.00      0.00     0.00        2     0.00     0.00  std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_deallocate(std::__cxx11::list<int, std::allocator<int> >*, unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data()
  0.00      0.00     0.00        2     0.00     0.00  std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, std::_Rb_tree_node<std::pair<int, int> >*, unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::destroy<std::pair<int, int> >(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, std::pair<int, int>*)
  0.00      0.00     0.00        2     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, unsigned long)
  0.00      0.00     0.00        2     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int, int> > > >::construct<std::pair<int, int>, std::pair<int, int> const&>(std::allocator<std::_Rb_tree_node<std::pair<int, int> > >&, std::pair<int, int>*, std::pair<int, int> const&)
  0.00      0.00     0.00        2     0.00     0.00  std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::insert(std::pair<int, int> const&)
  0.00      0.00     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<int, int> >*&, std::_Rb_tree_node_base*&)
  0.00      0.00     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool, true>(std::_Rb_tree_iterator<std::pair<int, int> >&&, bool&&)
  0.00      0.00     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_const_iterator<std::pair<int, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int, int> >&, bool&, true>(std::_Rb_tree_iterator<std::pair<int, int> >&, bool&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree_iterator<std::pair<int, int> > std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_<std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int, int> const&, std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_Alloc_node::_Alloc_node(std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_node()
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_put_node(std::_Rb_tree_node<std::pair<int, int> >*)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int, int> >*)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >* std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_create_node<std::pair<int, int> const&>(std::pair<int, int> const&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<int, int> >*)
  0.00      0.00     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int, int> >, bool> std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_insert_unique<std::pair<int, int> const&>(std::pair<int, int> const&)
  0.00      0.00     0.00        2     0.00     0.00  void std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_construct_node<std::pair<int, int> const&>(std::_Rb_tree_node<std::pair<int, int> >*, std::pair<int, int> const&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_M_get_insert_unique_pos(std::pair<int, int> const&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::begin()
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<int, int>, std::_Identity<std::pair<int, int> >, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >::_S_right(std::_Rb_tree_node_base*)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree_node<std::pair<int, int> >*& std::forward<std::_Rb_tree_node<std::pair<int, int> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int, int> >*&>::type&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree_iterator<std::pair<int, int> >& std::forward<std::_Rb_tree_iterator<std::pair<int, int> >&>(std::remove_reference<std::_Rb_tree_iterator<std::pair<int, int> >&>::type&)
  0.00      0.00     0.00        2     0.00     0.00  bool& std::forward<bool&>(std::remove_reference<bool&>::type&)
  0.00      0.00     0.00        2     0.00     0.00  std::_Rb_tree_iterator<std::pair<int, int> >&& std::forward<std::_Rb_tree_iterator<std::pair<int, int> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int, int> > >::type&)
  0.00      0.00     0.00        2     0.00     0.00  bool&& std::forward<bool>(std::remove_reference<bool>::type&)
  0.00      0.00     0.00        1     0.00     0.00  addRandomEdges(Graph&, int, unsigned long, std::set<std::pair<int, int>, std::less<std::pair<int, int> >, std::allocator<std::pair<int, int> > >&)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  Graph::isEulerian()
  0.00      0.00     0.00        1     0.00     0.00  Graph::isConnected()
  0.00      0.00     0.00        1     0.00     0.00  Graph::printEulerianCircuit()
  0.00      0.00     0.00        1     0.00     0.00  Graph::DFSUtil(int, std::vector<bool, std::allocator<bool> >&)
  0.00      0.00     0.00        1     0.00     0.00  Graph::Graph(int)
  0.00      0.00     0.00        1     0.00     0.00  Graph::~Graph()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::deallocate(std::__cxx11::list<int, std::allocator<int> >*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::allocate(unsigned long, void const*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<int, int> > >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<bool>::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<bool>::~new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<unsigned long>::new_allocator()
